title,text,predict_label,true_label,result,reason
Employee Suffers Skull Fractures From Structural Collapse Wi,At approximately 2:10 p.m. on may 22 2013 employee #1 of broken arrow communications was injured while working in a trench when a masonry block wall located parallel with and immediately adjacent to the trench became unstable and collapsed. As the wall fell away from the trench it landed on shrubbery and terrain preventing it from falling flat. The wall now laying at an angle to the ground slid into the trench pinning the head of employee #1 between the concrete footer of the fallen wall and the opposite side wall of the trench. Employees on scene used a back hoe to lift the wall off of employee #1 who was trapped and he collapsed into the trench. Employee #1 was able to crawl out of the trench on his own. Employee #2 a foreman called 911 and units from henderson nevada fire department and henderson police department were dispatched. On arrival fire units found employee #1 laying on the ground in the parking lot to the west of the accident scene. They stabilized employee #1 and transported him via ambulance to sunrise medical center where he underwent surgery to treat skull fractures and nerve damage to his face. Employee #1 was admitted to the trauma intensive care unit on may 22 2013 with a generally positive prognosis.,collapse of object,collapse of object,正确,"The accident was initiated by the structural failure of the masonry block wall (""became unstable and collapsed""), satisfying the ""collapse of object"" definition. While the wall slid into the trench afterward, this motion was a direct consequence of the collapse itself, not an independent moving object. The first uncontrolled action was the structural collapse, aligning with the ""first occurrence"" principle. The ""struck by moving objects"" category requires the object to move independently (e.g., rolling dirt, displaced tools), not as a secondary effect of structural failure."
Employee Falls Off Roof And Fractures Arm,On september 23 2013 employee #1 a journeyman plumber was working for a plumbing company and providing services at a residential building. To unclog a drain he needed to access the roof of the building. Employee #1 used an extension ladder to go up to the roof of the one-story house. After completing his work he started descending the ladder when it slipped out. Employee #1 fell onto a concrete driveway below and fractured his left arm. Emergency medical personnel were summoned. They arrived and transported him to a medical center where he received treatment and was then hospitalized.,falls,collapse of object,错误,"The accident was directly triggered by the ladder slipping due to improper securement, a slip/trip incident without structural failure. While the ladder’s movement caused the fall, this aligns with the ""falls"" category (e.g., descending a ladder that loses stability). The ""collapse of object"" category requires structural failure (e.g., a collapsing beam), which is absent here. The similar ""collapse of object"" samples involve objects destabilizing due to external forces (e.g., a dropped bracket), but here, the primary cause is the worker’s fall from height, not a structural collapse."
Employee Injured In Fall When Scaffold Overturns,On october 13 2006 employee #1 a foreman was working on the wall of a laboratory room at the university of california-davis. He moved a rolling scaffold into one corner of the room to reach the top of the wall. He positioned the scaffold with one wheel resting on a plywood cover that had been placed there by the primary contractor to cover a floor opening. After locking the wheels of the scaffold employee #1 ascended the scaffold and began to work on the wall. Upon completing the job he was starting to descend when he felt the scaffold begin to fall forward causing him to lose his balance. Employee #1 fell to the floor and suffered a fracture to the left side of his skull fractured ribs on his left side and a fracture to the end of his right thumb. Emergency medical personnel responded and employee #1 was transported to the university of david--sacramento where he was hospitalized for four days. Subsequent investigation determined that the plywood cover had shifted and the scaffold wheel had fallen into the hole it was covering.,collapse of object,collapse of object,正确,"The accident originated from the plywood cover shifting (a structural support failure for the scaffold), which directly caused the scaffold to overturn. While the immediate result was a fall, the root cause was the instability of the supporting structure (plywood cover), aligning with ""collapse of object"" as defined by structural failure initiating the accident chain. The scaffold��s collapse due to inadequate structural support parallels the ""collapse of object"" samples (e.g., disengaged casters, broken brackets), whereas ""falls"" samples describe slips or balance loss without structural triggers."
Employee Is Killed When Roof Section Collapes,At approximately 2:40 p.m. on february 26 2013 employee #1 was working with coworkers demolishing a building. A section of the building's roof collapsed and employee #1 was crushed. The employee was pronounced dead at the scene.,collapse of object,collapse of object,正确,"The roof section's collapse during demolition constitutes structural failure inherent to the building being dismantled, aligning with the ""collapse of object"" definition (cases initiated by structural failure). While the roof fell and crushed the employee, the root cause was the structural collapse itself, not an unrelated falling object. The similar ""collapse of object"" samples (e.g., excavation collapse, crane tipping) reinforce that structural/systemic failure defines this category. The ""struck by falling object"" samples involve objects falling due to external factors (e.g., snapped cables, tipped stacks), not structural disintegration. The first uncontrolled action here was the roof’s structural collapse, making ""collapse of object"" the correct classification."
Employee Dies From Possible Electrocution,On september 2 2010 employee#1 a construction laborer and a coworker were installing a new water heater. It was determined that a new hot water line needed to be installed. Employee #1 went under the house while the coworker waited by the water heater. The coworker waited a while but noted no activity behind the wall. The coworker walked over to the entrance of the crawl space and found employee #1 lying face down on the ground. He called for help and pulled employee #1 out. Paramedics responded and called the coroner's office. It appeared that employee #1 had been electrocuted and was pronounced dead on the site.,electrocution,electrocution,正确,"The text explicitly states it ""appeared that employee #1 had been electrocuted,"" aligning with the electrocution category's definition of fatal injuries caused by electrical faults. While natural causes (e.g., cardiac arrest) could mimic electrocution symptoms, the narrative emphasizes the work context (installing a water heater, crawling under the house) and lacks evidence of preexisting medical conditions. The ""first occurrence of uncontrolled action"" was likely the electrocution during the task, as opposed to an independent natural event. The ""others"" category samples involve confirmed natural causes (e.g., heart attack, cancer), which contrasts with this scenario’s explicit reference to electrocution as the primary cause."
Electric Shock,A power line crew was installing all dielectric self-supporting fiber-optic cable onto structures supporting an existing 69-kilovolt overhead power line. As part of the project the crew reinforced the existing structures and installed the fiber-optic cable. To install the cable the crew would hang sheaves use a pulling rope to pull the cable through the sheaves and permanently attach the cable to the structure. The employees would reinforce the existing structures by replacing some poles installing additional cross braces below the power line and installing supporting braces above the crossarm. The employees worked with the power line energized some of the time and deenergized at other times. The employer relied on employee work practices to avoid violating the minimum approach distance when the line was energized. However because of the placement of the braces and fiber-optic cable maintaining the minimum approach distance was not possible on most structures. One of the employees was completing the task of clipping in the fiber-optic cable on a two-pole structure while the power line was energized. The employee was attaching the cable to the structure with a housing that included a rubber boot and reinforcing rods. As the employee was wrapping the rods around the cable one of the rods got stuck. When he jerked on the 1.8-meter-long rod to free it it passed too close to the power line and current arced to the rod. The employee was electrocuted and set on fire by the electric arc. His coworkers conducted pole-top rescue lowered him to the ground and administered cardio-pulmonary resuscitation. Their efforts were to no avail as the injured employee was pronounced dead at the scene.,electrocution,electrocution,正确,"The first uncontrolled action was the electric arc caused by violating the minimum approach distance to the energized power line, which directly resulted in electrocution. While the electric arc ignited flames, the fire was a secondary consequence of the initial electrical fault. The primary cause of injury and death aligns with the electrocution category’s definition (direct electric shock), whereas ""fires and explosion"" applies to injuries directly caused by combustion events unrelated to electrical faults. The similar electrocution samples also emphasize arcing or direct contact with energized lines as the primary hazard, reinforcing this classification."
Electric Shock,An electrician was working on the runway lighting system at an airport. He contacted energized parts and was electrocuted.,electrocution,electrocution,正确,"The text explicitly describes the electrician contacting energized parts, directly fulfilling the electrocution definition (direct electric shock). While confusion arises from the absence of explicit electrical fault details, the first uncontrolled action was contact with live components, aligning with electrocution samples. The ""others"" category’s samples involve unrelated fatalities (e.g., heat, asphyxiation), making electrocution the correct match."
Employee Burned By Arc Flash When Pliers Contact Busbar,On april 30 2002 employee was installing a new circuit breaker to a switch panel. He was using a pair of insulated needle-nose pliers to remove the busbar insulation when an unprotected part of the pliers contacted the busbar generating an arc flash. Employee #1 suffered second-degree burns over 20 percent of his upper torso for whihc he was hospitalized.,electrocution,electrocution,正确,"The first uncontrolled action was the unprotected pliers contacting the live busbar, which directly caused an electrical fault (arc flash). While the pliers�� movement initiated the event, the injury stemmed from the electrical discharge, not physical impact. The electrocution category explicitly includes burns from electrical faults (e.g., arc flashes), as seen in its similar samples. ""Struck by moving objects"" would require injury via physical force from the tool itself, which did not occur here."
Employee Is Burned In Electrical Arc Flash,Employee #1 was installing an energy management device xedia technologies model number xps400 480 volt. The device was to be attached to a blank 100 amp breaking in the main breaker panel in the back of the store. Employee #1 and a factory representative installed the device to the 100 amp breaker. In the two slots above the 100 amp breaker was a 200 amp breaker and a 225 amp breaker. Employee #1 made the connections of the device to the 100 amp breaker and stepped to the right side of the panel to reenergize the breaker. He did not replace the breaker panel cover. When he moved the breaker switch to the on position an electrical flash occurred from the 200 and 225 amp breakers. Employee #1 received third degree flash burns to his left hand left arm face scalp neck and ears and was hospitalized.,electrocution,electrocution,正确,"The incident originated from an electrical fault (arc flash caused by reenergizing the breaker without proper safety measures), which directly aligns with the ""electrocution"" definition (""burns caused by electrical faults""). While the thermal effects of the arc flash resemble fire/explosion injuries, the uncontrolled action initiating the accident was electrical in nature. The ""fires and explosion"" category typically applies to combustion events independent of electrical faults (e.g., flammable solvent ignition). The electrocution samples explicitly include arc-flash burns tied to electrical work, reinforcing this classification."
Electric Shock,An employee was working from a scissor lift stripping conductors. A coworker noticed that the employee was lying unconscious on the floor of the scissor lift platform. When emergency medical services arrived the employee was dead. He had been electrocuted.,electrocution,electrocution,正确,"The text explicitly states the employee ""had been electrocuted"" while working with electrical conductors, directly aligning with the ""electrocution"" category definition (direct electric shock). The similar samples under ""electrocution"" involve fatal outcomes from direct contact with live electrical sources, mirroring this scenario. While the root cause (e.g., equipment malfunction) is unspecified, the explicit mention of electrocution satisfies the principle of identifying the first uncontrolled/unintended action (the electric shock itself), overriding ambiguity about secondary causes. The ""others"" category samples involve non-electrical fatalities (e.g., asphyxiation, natural causes), which do not apply here."
Employee Suffers Electric Shock Pulling Wires On Panel Box,At 11:45 a.m. on july 10 2006 employee #1 was performing his regular duties for an electric company in porterville ca. He was pulling electrical wire through the bottom of a 480-volt main panel box when he reached into the panel through a different opening and contacted the busbar. The current entered his left cheek and exited his left shoulder. Employee #1 sustained burns to his skin and was transported to sierra view hospital where he was treated and released.,electrocution,electrocution,正确,"The text explicitly describes an injury caused by direct electric shock (contact with a 480-volt busbar) resulting in burns, which matches the ""electrocution"" definition. The ""others"" category’s samples involve non-electrical, non-uncontrolled events (e.g., heart attacks, natural causes), whereas the accident here stemmed from unintended contact with energized equipment during work, aligning with the ""first occurrence of uncontrolled action"" principle. The electrocution category’s similar samples (e.g., cutting a live wire, arc faults) further reinforce this classification."
Employee Burned By Arc Flash In Work On Electrical Cabinet,On september 21 2005 employee #1 of pacific data electric an electrical contractor was helping install a new 440-volt electrical power service for a machine in a spectacle grinding facility in los angeles ca. His supervisor who was not on site had assigned him several tasks. He was replacing a slide in a module in an electrical cabinet that contained two 220-volt buses when a nut fell causing him to jump and cross-phase the buses with a screwdriver. An arc blast occured and employee #1 suffered second-degree burns on his hands and forearms and first-degree burns on his face. He was hospitalized for two days. Employee #1 was not wearing protective gloves.,electrocution,electrocution,正确,"The injury resulted from an electrical fault (cross-phasing buses with a screwdriver) causing an arc flash, which directly aligns with the electrocution category’s definition of burns caused by electrical faults. While the arc blast produced thermal energy, the first uncontrolled action was the electrical fault, not combustion from an external fire or explosion source. The electrocution samples explicitly involve arc flashes from electrical work, whereas fires and explosion samples focus on non-electrical ignition sources like torches or welding sparks."
Employee Is Shocked And Burned In Arc Flash,At approximately 11:00 a.m. on november 18 2011 employee #1 a laborer with complete decon inc. was performing demolition work on a 70-ft-tall metal structure. He was in a genie s-85 aerial lift cutting sections of metal on the fourth floor with an oxygen and acetylene torch. The lift was not insulated to protect against electrical hazards. Winds were 10 to 15 miles per hour. When the lift platform came within 1 ft of an energized 60 000 volt phase-to-phase overhead high voltage line an arc flash occurred. Employee #1's clothes ignited and he lost consciousness. A coworker lowered the lift with the ground-level controls and assisted employee #1 out of the lift. He was hospitalized at u.c. Davis medical center for first- second- and third-degree burns to his hands arms and stomach covering a body surface area of 35 percent. There were no witnesses to the incident.,electrocution,electrocution,正确,"The arc flash originated from unintended proximity to an energized high-voltage line, constituting the first uncontrolled electrical hazard. While the arc flash caused ignition of clothing, the root cause was direct electrical energy release (60,000 volts), aligning with ""electrocution"" samples where burns result from electrical faults. ""Fires and explosion"" samples involve combustion/explosions from non-electrical ignition sources (e.g., torches, chemical reactions), whereas here the primary trigger was electrical contact."
Electric Shock,A two-person crew was framing a single-phase utility pole to a three-phase pole. One of the employees bent back an armor rod then reached for the other part of the rod. Either he brushed the armor rod (which presumably was on the energized phase conductor) or sweat poured from his glove onto the energized armor rod. The employee was electrocuted.,electrocution,electrocution,正确,"The accident directly resulted from contact with an energized conductor (armor rod), which aligns with the electrocution category's definition of injuries caused by electric shock. While sweat contributed to conductivity, the first uncontrolled action was the contact with the energized component, consistent with similar electrocution samples involving direct electrical faults. The ""others"" category is reserved for non-electrical causes like falls or equipment malfunctions unrelated to energized contact."
Employee Burned By Contact With Overhead Power Line,On august 9 2004 employee #1 and a coworker both electrical linemen were changing out crossarms. Employee #1 was holding insulated wire cutters and reaching up and past a hot phase when the uninsulated portion of the hot stick contacted the energized phase. He sustained electrical burns to his arm and stomach for which he was hospitalized.,electrocution,electrocution,正确,"The burns resulted from direct electrical contact with an energized phase, which aligns with the electrocution definition (""burns caused by electrical faults""). While thermal injury occurred, the first uncontrolled action was electrical energy transfer, not exposure to external heat sources like hot liquids or gases (extreme temperatures). Electrocution samples explicitly include burns from energized components, whereas extreme temperature samples involve non-electrical heat sources."
Employee Burned By Arc Flash In Repair Of Hvac Pump Switch,At approximately 1:40 p.m. on or about june 20 2006 employee #1 of northern kentucky electric service inc. was identifying and repairing switch problems on an hvac pump. The switch was a part of the 1 600-amp master control panel for an occupied commercial building. The line side was energized and the load side was off; the current was 480 volts phase-to-phase and 270 volts phase-to-ground. Employee #1 was using an uninsulated tool to tighten amps and receivers when an arc flash occurred. He sustained second- and third-degree burns to his face right hand and right arm for which he was hospitalized.,electrocution,electrocution,正确,"The arc flash originated from an electrical fault (using an uninsulated tool on energized equipment), which directly caused burns as defined under ""electrocution."" While the arc flash involved explosive energy release, the first uncontrolled action stemmed from the electrical system, aligning with similar electrocution samples where arc flashes from electrical faults caused burns. The ""fires and explosion"" category typically applies to non-electrical ignition sources (e.g., welding sparks, fuel), whereas here, the injury was a direct consequence of the electrical fault."
Employee Electrocuted While Painting Outdoor Sign,At approximately 12:30 p.m. on september 15 2006 employee #1 who worked a billboard painting company was on a catwalk situated directly above a 7 200-volt overhead power line. He was pulling on a painting spray hose so it would reach the work area when he struck the power line and was electrocuted. A coworker rushed to help him and emergency services was called. The fire department responded and transported employee #1 to the hospital where he was pronounced dead. He had been using proper fall protection equipment and had received basic safety training but nothing related to the hazards associated with overhead power lines. His employer had been in the trade for more than 10 years and should have been knowledgeable about the safety requirements for working around power lines but it had not scheduled any special provisions for this job site. The employer had apparently acknowledged the power lines once he was on the job site and positioned the truck at the opposite end but employee #1 who was in his third week with the company was directly over the line at the time of the accident.,electrocution,electrocution,正确,"The first uncontrolled action was direct electrical contact with the overhead power line during hose manipulation, fulfilling the electrocution definition. While systemic safety failures exist, the classification prioritizes the initiating event (electrical strike) over contextual factors. The ""others"" category examples involve non-electrical medical events or mechanical failures unrelated to the core electrocution mechanism."
Employee Burned By Arc Flash From Electrical Box,On february 3 2006 employee #1 was trying to open the side doors on the main panel box in an equipment room to measure the voltage and amerage readings. The 480-volt 400-amp breaker was energized. He was using an uninsulated screwdriver that he had borrowed from the building's engineer and his bare hands to remove the plastic plate screwed into the panel when an arc blast occurred. Employee #1 suffered first- second- and third-degree burns to his face arm and hand. He was transported to johns hopkins bayview medical system burn center for treatment.,electrocution,electrocution,正确,"The incident originated from an electrical fault (arc blast caused by an energized 480-volt panel), which directly aligns with the ""electrocution"" category's definition of burns caused by electrical faults. Although the arc blast has explosive characteristics, the burns resulted from the electrical energy itself, not secondary fires or explosions unrelated to electrical faults. The ""fires and explosion"" category explicitly excludes electrical burns, and its samples primarily involve non-electrical ignition sources (e.g., torches, welding sparks). The first uncontrolled action was the employee interacting with live electrical components using an uninsulated tool, making electrocution the correct classification."
Electric Shock,An employee was at the top of a building bringing out electrical lines to be used for the day. As he was pulling a grounding-type plug from a spider box the prongs came apart. The employee apparently contacted energized parts of the plug and received an electric shock. He was knocked backwards and began vomiting. Emergency medical services transported him to a hospital for treatment.,electrocution,electrocution,正确,"The first uncontrolled action is the electric shock caused by contacting energized parts of the plug, which directly aligns with the electrocution category's definition. While the prongs separating initiated the hazard, the primary injury mechanism (electric shock) is explicitly covered under electrocution, not equipment malfunction (others)."
Employee Is Injured By Electrical Shock,On february 23 2011 employee # 1 was working for his employer an electrical installation contractor. Employee # 1 was instructed to hook up a standby generator to back up the electric power into a square d distribution panel. Employee #1 proceeded to hook up the generator while the square d distribution panel was energized. Employee # 1 pulled the conductors into the panel and a conductor came in contact with the energized buss bar causing a flash arc. Employee # 1 suffered an electrical burn. The employee was not wearing insulating gloves. Employee # 1 was transported to san joaquin hospital. The accident was reported to cal-osha by the employer on february 23 2011.,electrocution,electrocution,正确,"The injury resulted from direct electrical contact (conductor touching an energized bus bar) causing an electrical burn, which aligns with the electrocution category's definition of injuries caused by electrical faults. While a flash arc occurred, it originated from the uncontrolled electrical contact, making electrocution the first unintended action. The fires and explosion category typically involves combustion or explosions unrelated to direct electrical faults (e.g., fuel ignition), which is not the case here."
Electric Shock,A local utility company hired an electrical contractor to install new streetlighting at the corner of a hazardous intersection. The job required installing one of the streetlights parallel to an existing 13.2-kilovolt (phase-to-phase) overhead power line. The ground worker installed the streetlighting hardware and supply cable on the pole placed a synthetic nylon sling with a choker hitch around the pole and attached the sling to the load line of a derrick truck. When the derrick lifted the pole to an upright position the derrick's tilt-pole plumber arms grasped the shaft of the pole. The operator of the derrick truck swung the load around and began to set the pole in a 1.8-meter-deep hole. The ground worker was securing the cargo straps to the pole trailer as the derrick operator was setting the pole. When the butt end of the pole contacted the bottom of the hole the pole spun the streetlight into the overhead line. The ground worker ran to the pole to try to prevent it from contacting the overhead line. He was electrocuted when he touched the supply cable on the pole. He had entry and exit wounds on his right hand and right heel.,electrocution,electrocution,正确,"The first uncontrolled or unintended action in the sequence of events was the pole contacting the overhead power line, which directly caused the supply cable to become energized. While the pole’s movement contributed to the hazard, the fatal injury stemmed from the worker’s direct contact with the energized cable (electrocution). The ""struck by moving objects"" category would require physical impact from the pole itself, but the harm here was caused by electrical energy, aligning with the electrocution definition and its similar cases where contact with energized lines during pole handling resulted in fatal shocks."
Employee Injured By Flash Burns When Pump Arced Over,At 11:00 a.m. on may 30 2003 employee #1 received flash burns on the face and left arm. Employee #1 worked for a fire suppression system contractor. Employee #1 a supervisor was in the process of finishing up work on the fire suppression pump and standpipe system. The test was an annual flow test. The system is rather large as it services a large warehouse complex for a food supplier concern. The test had been completed and the system was about to be restored to normal status. According to witness statements one phase of a 480-volt three-phase panel main servicing the pump arced over producing a flash and an accompanying fire. According to employee #1 and to witnesses it is believed that a lug securing the middle leg in the three-wire assembly coming into the panel was loose and that this coupled with repeated wear caused a gap in the connection resulting in the arc and flash over. Employee #1 sustained second and third-degree burns to the face and was hospitalized.,electrocution,electrocution,正确,"The arc flash originated from a loose electrical connection in a 480V panel, constituting an electrical fault. While the incident involved thermal burns and a fire, the first uncontrolled action was the arcing caused by the electrical system failure. This aligns with the electrocution category’s definition (""burns caused by electrical faults"") and its similar samples involving arc flashes from live electrical work. The fire here was a secondary consequence of the primary electrical failure, making electrocution the correct classification under the ""first occurrence"" principle."
Employee Injured By Electric Shock From Contact With Busbar,At approximately 9:15 a.m. on july 19 2004 employee #1 an electrician's helper was helping to rewire an old high-rise office building in los angeles ca. He applied fire stop to the electrical conduits in the walls on the first floor. The conduits brought wires up from the basement where high-voltage power lines entered the building and reduced the voltage to 120/240 volts. Employee #1 then remembered a 1 1/2 in. Conduit inside one of the service cabinets which was on the ground floor. The conduit needed a strap installed before more power lines could be brought up from the basement. Employee #1 removed two corner screws in the cabinet's door so he could open it and he was leaning forward over the splash apron to access the conduit when his head contacted a 120-volt busbar. He received an electric shock and was rendered unconscious. A coworker started cpr and revived him. Employee #1 sustained small burns on the bottom of his right arm and left thumb which provided paths for the electricity and a severe burn on the right front part of his skull. All the service cabinets on the first floor were de-energized except for one that was backfed to supply 120 volts for lighting the building. The cabinet employee #1 opened had a lockout on the breaker that was accessible from outside the cabinet however when he removed the corner screws the lock stayed on the breaker as the door opened. The busbars inside the cabinet were also backfed and had the breaker been closed an explosion would have occurred in the basement.,electrocution,electrocution,正确,"The injury occurred due to direct electric shock from contact with an energized busbar, which aligns with the ""electrocution"" category's definition of injuries caused by electrical faults. Although a latent explosion hazard existed, the first uncontrolled action was the electric shock itself, and no actual explosion or fire occurred to cause harm. The samples for ""electrocution"" consistently involve direct electrical contact as the primary cause, while ""fires and explosion"" samples require an active ignition event, which was absent here."
Electrical Repair Worker Is Shocked And Burned By Arc Flash,At approximately 1:15 p.m. on july 16 2012 an employee of solex contracting inc. an electrical contractor was replacing a power breaker cover after checking for proper wiring and power to the cell side. As he proceeded to put the panel cover back on an electric arc flash occurred. The employee suffered severe first and second degree burns to his left arm left hand and right hand. The long beach fire department which responded to this incident reported it to cal/osha's torrance district office at 16:59 p.m. on july 16 2012. The employer reported the incident to the torrance district office at 10:00 a.m. on july 17 2012.,electrocution,electrocution,正确,"The injury originated from an electrical fault (arc flash during work on a live breaker), directly aligning with the ""electrocution"" definition (""burns caused by electrical faults""). While thermal burns occurred, the first uncontrolled action was the electrical arc flash, not a separate fire/explosion. The ""fires and explosion"" category applies to injuries caused by flames/explosions unrelated to direct electrical faults (e.g., welding sparks igniting clothing), whereas here, the arc flash itself is an electrical failure mechanism. The electrocution samples (e.g., arc flash burns from live panels) match this scenario more precisely than the ""fires and explosion"" samples."
Electric Shock,A three-person crew was tying a deenergized overhead power line to insulators on a crossarm on a utility pole. An energized 69-kilovolt overhead power line was also carried on this pole. Two of the employees were belted off at a height such that the crossarm was at waist level. One of them the foreman on the job started to remove a 4- or 5-foot section of armor rod from a hand line. As he was removing the armor rod he raised it into contact with the energized power line and received an electric shock. The employees on the pole were not using electrical protective equipment nor were the energized lines protected from contact. The injured employee (who was hospitalized for his injuries) had about 1 year of experience at the time of the accident. The other two employees had 6 months and 3 months experience.,electrocution,electrocution,正确,"The first uncontrolled action was the worker raising the armor rod into contact with the energized line, directly causing electric shock. While procedural violations (lack of protective equipment) contributed, the injury mechanism aligns with ""electrocution"" as defined by direct electrical contact. Similar electrocution samples confirm this classification, as they involve unintended contact with energized lines causing shock, distinct from ""others"" cases (e.g., falls or suffocation)."
Employee Electrocuted When Boom Strikes Power Line,On november 7 2003 employee #1 a laborer with c.a.c. Industries inc. was operating a pile driver. The pile driver's boom was picking up a headache ball on the sidewalk when a cable apparently contacted a 7 620 volt overhead power line. Employee #1 was electrocuted and two coworkers were injured.,electrocution,electrocution,正确,"The first uncontrolled action was the cable contacting the power line, directly causing electrocution. While the boom's motion initiated the event, the defining cause (per similar samples) is the electrical fault from the contact, aligning with ""electrocution"" as the primary classification when equipment-triggered power line contact results in fatal shock."
Employee Falls From Ladder After Electric Shock,"At 2:30 p.m. on october 10 2011 employee #1 was installing recessed lighting on the second floor of a building. A supervisor reportedly deenergized the power to a 277 volt line hanging from the ceiling. Employee #1 positioned a 10 ft ladder to access the installation area. He climbed the ladder and used a one-week-old milwaukee electrical proximity tester to test the insulated covered wire. Employee #1 did not get a reading from the tester. While holding the cable coming from a ""j"" box in his left hand he pulled off the scrap sheath with his right hand. Employee #1 contacted an energized 277 volt wire fell from the ladder and landed on his back and head. After evaluation at med stop urgent care employee #1 was hospitalized at sierra vista hospital for unspecified fracture(s).",electrocution,electrocution,正确,"The first uncontrolled action was contacting the energized 277-volt wire, which directly caused the electrocution. While the fall resulted in fractures, the fall itself was a consequence of the electrocution. The category definitions prioritize identifying the initiating event (electrocution) over subsequent outcomes (fall), aligning with the ""first occurrence"" principle and similar electrocution cases where electrical contact precedes other injuries."
Employee Electrocuted Changing Ballast In Light Fixture,On august 8 2007 employee #1 was changing out a ballast in a light fixture when he was electrocuted.,electrocution,electrocution,正确,"The accident explicitly states the employee was electrocuted while handling an energized light fixture, directly aligning with the ""electrocution"" category’s definition of injuries caused by electric shock. While electrical faults could theoretically overlap with ""fires and explosion"" (e.g., arc flashes), the text does not mention ignition, flames, or explosive outcomes. The first uncontrolled action was the electric shock itself, not a secondary fire/explosion event, making ""electrocution"" the correct classification under the first-occurrence principle."
Electric Shock,An employer lifted an employee in the bucket of a backhoe to untangle a mylar balloon from an overhead power line. The bucket contacted the power line. The employee received an electric shock and fell from the bucket to the ground 3 meters below. He was hospitalized for his injuries.,electrocution,electrocution,正确,"The first uncontrolled action was the bucket contacting the power line, which directly caused the electric shock. The subsequent fall was a consequential injury mechanism resulting from the initial electrocution event."
Employee Suffers Electric Shock From Energized Cable,On october 7 2003 employee #1 was cleaning sawdust and debris out of wooden kitchen cabinets in a new townhouse. He was reaching into a cabinet above a double-wall oven when his right bicep contacted the exposed end of an energized 240 volt non-metallic sheathed cable. He suffered an electric shock and was transported to the hospital for treatment. The cable was on a shelf inside the cabinet approximately 67 3/8 in. Above the kitchen floor.,electrocution,electrocution,正确,"The text explicitly describes an electric shock caused by direct contact with an energized 240-volt cable, satisfying the ""electrocution"" category definition. While the exposed wiring reflects an unsafe condition, the first uncontrolled action was the employee’s physical contact with the live cable, directly triggering the injury. The ""others"" category samples involve non-electrical events (e.g., asphyxia, heart attacks), which do not align with the electrical causation here. The electrocution samples consistently involve direct electrical contact (e.g., cutting energized cables, touching live circuits), mirroring this incident."
Electric Shock,A three-worker crew was installing a heating and air conditioning duct system in a battery charging room. The duct work was located about 6 feet 9 inches above the floor. The lead worker remained at ground level while the other two employees were working from a scaffold performing the installation. Three duct sections had been installed and the two employees began installing the third which had to be positioned above a cable tray containing energized but insulated electric conductors. A piece of 0.75-inch-thick plywood that was 16 inches wide had been laid across the 30-inch wide cable tray to support the 40-inch-by-20.5-inch-by-22.5-inch duct section. The body of the duct was 16 inches wide where it was to be supported between ceiling hangers that were also 16 inches wide. One of the two employees remained on the scaffold while his coworker walked onto the cable tray. The two employees then maneuvered the duct to fit between the hangers. The duct fell off the plywood cutting the insulation on a 120-volt conductor. This energized the duct section which was wedged between the metal side of the cable tray and a piece of metal conduit attached to the concrete wall. The employee on the cable tray was sitting or squatting on the side rail of the tray with the duct in his lap grasping the duct angle iron flange with his hands. This employee was electrocuted. The employee on the scaffold received an electric shock when he touched the duct (though for some reason he was not listed on the osha 170 form as being injured). He was able to release the duct and climb down from the scaffold. The plant maintenance electricians measured 120 volts between the duct and ground before retrieving the dead employee.,electrocution,electrocution,正确,"While the duct falling initiated the accident chain, the direct cause of injury and fatality was electrocution due to contact with the energized duct. The root cause aligns with ""electrocution"" as the fatal harm resulted from exposure to live electrical current, not physical impact from the falling duct. The definition of ""struck by falling object"" requires the victim to be physically struck by the object, which did not occur here. The electrocution samples emphasize direct electrical contact (e.g., cutting energized cables), mirroring this incident."
Worker Burned By Acidic Cooling Tower Additive,On August 18 2020 Employee #1 at a power plant was handling a liquid corrosion inhibitor with acidic properties used in a cooling tower. While disconnecting the supply line a coupling failed and the chemical splashed onto his left leg. He sustained second-degree burns and was hospitalized for four days.,exposure to chemical substances,exposure to chemical substances,正确,"The coupling failure caused uncontrolled release of the acidic corrosion inhibitor, making chemical exposure the first unintended action. While the pressurized stream propelled the chemical, the injury stemmed from its corrosive properties (second-degree burns), aligning with the ""exposure to chemical substances"" definition and its similar samples (e.g., alkaline solution leaks, hydrofluoric acid fumes). ""Struck by moving objects"" typically involves physical trauma from solid/forceful projectiles (e.g., valve caps, abrasive disks), not chemical burns from hazardous substances."
