title,text,predict_label,true_label,result,reason
Employee Is Injured In Trench Collapse,On february 2 2012 employee #1 was performing work in a trench with no shoring support. The trench collapsed and buried employee #1 to his neck. Employee #1 sustained multiple internal injuries. Employee #1 was transported to a local hospital and was admitted to the intensive care unit for treatment of his injuries.,collapse of object,collapse of object,正确,"The incident described involves a trench collapse, which aligns with the definition of ""collapse of object"" involving structural failure. Although the collapsing soil can be seen as falling objects, the primary cause of the injury is the structural failure of the trench walls, not individual falling objects. This adheres to the principle of selecting the primary cause that led to the incident."
Employee'S Finger Is Crush By Falling Metal Catwalk,"At approximately 2:00 p.m. on august 12 2013 employee #1 and a crew were demolishing old structures in a flour packer section of a flourmill. Employee #1 tore apart an l-shape metal catwalk wherein one side of the shorter span of the ""l"" was attached to the longer span by 3 bolt and knots and the other side standing on two legs. He had already removed the three bolt and knots but the span was still in place/suspended maybe due to the long period of being attached. As he tried to grab a hammer under the catwalk the catwalk span suddenly came down crushing his right hand against the concrete floor. Employee #1 was transported to an urgent care clinic where he stayed overnight for observation then was transferred to a medical center where he was treated for his injuries and hospitalized. The incident resulted in the amputation of his right middle finger.",struck by falling object,collapse of object,错误,"Although the employee's finger was crushed between the falling metal catwalk and the concrete floor, the primary cause of the incident was the sudden fall of the metal catwalk. This aligns more closely with the definition of ""struck by falling object,"" where the victim is hit by a falling object from a height, rather than being caught in between objects. The collapse of the catwalk initiated the sequence of events leading to the injury, emphasizing the importance of categorizing based on the primary cause."
Employee Suffers Skull Fractures From Structural Collapse Wi,At approximately 2:10 p.m. on may 22 2013 employee #1 of broken arrow communications was injured while working in a trench when a masonry block wall located parallel with and immediately adjacent to the trench became unstable and collapsed. As the wall fell away from the trench it landed on shrubbery and terrain preventing it from falling flat. The wall now laying at an angle to the ground slid into the trench pinning the head of employee #1 between the concrete footer of the fallen wall and the opposite side wall of the trench. Employees on scene used a back hoe to lift the wall off of employee #1 who was trapped and he collapsed into the trench. Employee #1 was able to crawl out of the trench on his own. Employee #2 a foreman called 911 and units from henderson nevada fire department and henderson police department were dispatched. On arrival fire units found employee #1 laying on the ground in the parking lot to the west of the accident scene. They stabilized employee #1 and transported him via ambulance to sunrise medical center where he underwent surgery to treat skull fractures and nerve damage to his face. Employee #1 was admitted to the trauma intensive care unit on may 22 2013 with a generally positive prognosis.,collapse of object,collapse of object,正确,"The primary cause of the incident was the structural failure of the masonry block wall, which collapsed and subsequently pinned the employee between the fallen wall and the side of the trench. This aligns with the definition of ""collapse of object"" involving cases that start with structural failure, rather than being primarily about being caught or trapped between objects, which would be more relevant if the wall had remained stable but the employee was somehow caught between other objects."
Employee Falls Off Roof And Fractures Arm,On september 23 2013 employee #1 a journeyman plumber was working for a plumbing company and providing services at a residential building. To unclog a drain he needed to access the roof of the building. Employee #1 used an extension ladder to go up to the roof of the one-story house. After completing his work he started descending the ladder when it slipped out. Employee #1 fell onto a concrete driveway below and fractured his left arm. Emergency medical personnel were summoned. They arrived and transported him to a medical center where he received treatment and was then hospitalized.,falls,collapse of object,错误,"The primary cause of the incident is the fall itself, which occurs as the employee descends the ladder and slips, leading directly to the injury. Although the ladder slipping could imply a structural issue, the core event aligns more closely with the definition of a fall, where the employee slips and falls to the ground, resulting in a fracture. This matches the examples provided in the ""falls"" category more closely than those in ""collapse of object,"" where structural failures are the primary cause."
Employee Injured In Fall When Scaffold Overturns,On october 13 2006 employee #1 a foreman was working on the wall of a laboratory room at the university of california-davis. He moved a rolling scaffold into one corner of the room to reach the top of the wall. He positioned the scaffold with one wheel resting on a plywood cover that had been placed there by the primary contractor to cover a floor opening. After locking the wheels of the scaffold employee #1 ascended the scaffold and began to work on the wall. Upon completing the job he was starting to descend when he felt the scaffold begin to fall forward causing him to lose his balance. Employee #1 fell to the floor and suffered a fracture to the left side of his skull fractured ribs on his left side and a fracture to the end of his right thumb. Emergency medical personnel responded and employee #1 was transported to the university of david--sacramento where he was hospitalized for four days. Subsequent investigation determined that the plywood cover had shifted and the scaffold wheel had fallen into the hole it was covering.,falls,collapse of object,错误,"Although the scaffold's instability is a contributing factor, the primary cause of the incident is the employee's fall from the scaffold due to its movement. This aligns more closely with the definition of falls, which involves incidents where the victim is falling from an elevation, as opposed to the collapse of object, which would imply a structural failure as the primary cause. The scaffold did not collapse in the traditional sense, but rather moved unexpectedly, leading to the fall."
Employee Is Killed When Roof Section Collapes,At approximately 2:40 p.m. on february 26 2013 employee #1 was working with coworkers demolishing a building. A section of the building's roof collapsed and employee #1 was crushed. The employee was pronounced dead at the scene.,collapse of object,collapse of object,正确,"The primary cause of the incident described is the collapse of a section of the building's roof, which aligns with the definition of ""collapse of object"" involving structural failure. Although the employee was crushed by the falling section, classifying it as ""struck by falling object"" would not prioritize the underlying structural failure that initiated the incident."
Employee Dies From Possible Electrocution,On september 2 2010 employee#1 a construction laborer and a coworker were installing a new water heater. It was determined that a new hot water line needed to be installed. Employee #1 went under the house while the coworker waited by the water heater. The coworker waited a while but noted no activity behind the wall. The coworker walked over to the entrance of the crawl space and found employee #1 lying face down on the ground. He called for help and pulled employee #1 out. Paramedics responded and called the coroner's office. It appeared that employee #1 had been electrocuted and was pronounced dead on the site.,electrocution,electrocution,正确,"The text explicitly states that it appeared that the employee had been electrocuted, aligning closely with the definition of the electrocution category, which includes direct electric shock. Despite the uncertainty in the confirmation of the cause of death, the description fits more closely with the electrocution category than with the broad ""others"" category, which encompasses less common and less specifically defined incidents."
Electric Shock,A power line crew was installing all dielectric self-supporting fiber-optic cable onto structures supporting an existing 69-kilovolt overhead power line. As part of the project the crew reinforced the existing structures and installed the fiber-optic cable. To install the cable the crew would hang sheaves use a pulling rope to pull the cable through the sheaves and permanently attach the cable to the structure. The employees would reinforce the existing structures by replacing some poles installing additional cross braces below the power line and installing supporting braces above the crossarm. The employees worked with the power line energized some of the time and deenergized at other times. The employer relied on employee work practices to avoid violating the minimum approach distance when the line was energized. However because of the placement of the braces and fiber-optic cable maintaining the minimum approach distance was not possible on most structures. One of the employees was completing the task of clipping in the fiber-optic cable on a two-pole structure while the power line was energized. The employee was attaching the cable to the structure with a housing that included a rubber boot and reinforcing rods. As the employee was wrapping the rods around the cable one of the rods got stuck. When he jerked on the 1.8-meter-long rod to free it it passed too close to the power line and current arced to the rod. The employee was electrocuted and set on fire by the electric arc. His coworkers conducted pole-top rescue lowered him to the ground and administered cardio-pulmonary resuscitation. Their efforts were to no avail as the injured employee was pronounced dead at the scene.,electrocution,electrocution,正确,"The primary incident described in the text involves an employee being electrocuted and set on fire by an electric arc, which aligns closely with the definition of the ""electrocution"" category. Although the scenario includes the employee working at height, the core issue leading to the incident is the electric shock, not a falling object. Therefore, according to the principle of selecting the primary cause that led to the incident, ""electrocution"" is the most appropriate category."
Electric Shock,An electrician was working on the runway lighting system at an airport. He contacted energized parts and was electrocuted.,electrocution,electrocution,正确,"The text describes an incident where an electrician was working on energized parts and was electrocuted. This scenario aligns closely with the definition of the ""electrocution"" category, which involves direct electric shock or burns caused by electrical faults. The top-three similar samples provided also involve workers coming into contact with energized circuits or components, resulting in electrocution. Although there is a potential confusion point regarding the movement of electrified components, the primary cause of the incident is clearly the direct contact with energized parts, fitting the ""electrocution"" category more appropriately than ""struck by moving objects."""
Employee Burned By Arc Flash When Pliers Contact Busbar,On april 30 2002 employee was installing a new circuit breaker to a switch panel. He was using a pair of insulated needle-nose pliers to remove the busbar insulation when an unprotected part of the pliers contacted the busbar generating an arc flash. Employee #1 suffered second-degree burns over 20 percent of his upper torso for whihc he was hospitalized.,electrocution,electrocution,正确,"The primary cause of the incident described is an electrical fault that resulted in an arc flash, leading to burns on the employee. This aligns closely with the definition of electrocution, which includes injuries caused by direct electric shocks or burns from electrical faults. While the arc flash can be perceived as a fast-moving phenomenon, the root cause is clearly related to an electrical fault rather than being struck by a moving object."
Employee Is Burned In Electrical Arc Flash,Employee #1 was installing an energy management device xedia technologies model number xps400 480 volt. The device was to be attached to a blank 100 amp breaking in the main breaker panel in the back of the store. Employee #1 and a factory representative installed the device to the 100 amp breaker. In the two slots above the 100 amp breaker was a 200 amp breaker and a 225 amp breaker. Employee #1 made the connections of the device to the 100 amp breaker and stepped to the right side of the panel to reenergize the breaker. He did not replace the breaker panel cover. When he moved the breaker switch to the on position an electrical flash occurred from the 200 and 225 amp breakers. Employee #1 received third degree flash burns to his left hand left arm face scalp neck and ears and was hospitalized.,electrocution,electrocution,正确,"The incident primarily involves an electrical fault resulting in an arc flash, which directly caused the burns to the employee. Although the arc flash can be associated with explosive forces, the core cause aligns more closely with electrocution as defined in the category, emphasizing direct electric shock and burns caused by electrical faults."
Electric Shock,An employee was working from a scissor lift stripping conductors. A coworker noticed that the employee was lying unconscious on the floor of the scissor lift platform. When emergency medical services arrived the employee was dead. He had been electrocuted.,electrocution,electrocution,正确,"The text clearly states that the employee had been electrocuted, which aligns with the definition of the electrocution category involving direct electric shock. While the employee was working at an elevated position, there is no mention of a fall or evidence suggesting a fall occurred. Therefore, the primary cause of the incident is the electric shock, making electrocution the appropriate classification."
Employee Suffers Electric Shock Pulling Wires On Panel Box,At 11:45 a.m. on july 10 2006 employee #1 was performing his regular duties for an electric company in porterville ca. He was pulling electrical wire through the bottom of a 480-volt main panel box when he reached into the panel through a different opening and contacted the busbar. The current entered his left cheek and exited his left shoulder. Employee #1 sustained burns to his skin and was transported to sierra view hospital where he was treated and released.,electrocution,electrocution,正确,"The text clearly describes an incident where the employee received an electric shock while handling electrical wires inside a panel box, resulting in burns. This aligns perfectly with the definition of the ""electrocution"" category, which includes injuries from direct electric shocks or burns caused by electrical faults. Although there could be potential confusion with ""exposure to chemical substances"" due to the involvement of electrical work, the primary cause of the injury is directly linked to electric current rather than any chemical substance. Therefore, the primary cause leading to the incident is best categorized under ""electrocution."""
Employee Burned By Arc Flash In Work On Electrical Cabinet,On september 21 2005 employee #1 of pacific data electric an electrical contractor was helping install a new 440-volt electrical power service for a machine in a spectacle grinding facility in los angeles ca. His supervisor who was not on site had assigned him several tasks. He was replacing a slide in a module in an electrical cabinet that contained two 220-volt buses when a nut fell causing him to jump and cross-phase the buses with a screwdriver. An arc blast occured and employee #1 suffered second-degree burns on his hands and forearms and first-degree burns on his face. He was hospitalized for two days. Employee #1 was not wearing protective gloves.,electrocution,electrocution,正确,"The primary cause of the incident was an electrical fault that resulted in an arc flash, which is directly related to electrocution as defined in the category. Although the burns sustained by the employee are due to extreme heat, the root cause of the accident is electrical in nature, aligning more closely with the electrocution category than with exposure to extreme temperatures."
Employee Is Shocked And Burned In Arc Flash,At approximately 11:00 a.m. on november 18 2011 employee #1 a laborer with complete decon inc. was performing demolition work on a 70-ft-tall metal structure. He was in a genie s-85 aerial lift cutting sections of metal on the fourth floor with an oxygen and acetylene torch. The lift was not insulated to protect against electrical hazards. Winds were 10 to 15 miles per hour. When the lift platform came within 1 ft of an energized 60 000 volt phase-to-phase overhead high voltage line an arc flash occurred. Employee #1's clothes ignited and he lost consciousness. A coworker lowered the lift with the ground-level controls and assisted employee #1 out of the lift. He was hospitalized at u.c. Davis medical center for first- second- and third-degree burns to his hands arms and stomach covering a body surface area of 35 percent. There were no witnesses to the incident.,electrocution,electrocution,正确,"The primary cause of the incident is the arc flash resulting from the contact between the lift and the high voltage line, which directly caused the electric shock and subsequent burns to the employee. This aligns more closely with the definition of electrocution, which includes both direct electric shock and burns caused by electrical faults. Although the incident resulted in burns, the root cause is the electrical fault, making electrocution the more appropriate category according to the principle of selecting the primary cause."
Electric Shock,A two-person crew was framing a single-phase utility pole to a three-phase pole. One of the employees bent back an armor rod then reached for the other part of the rod. Either he brushed the armor rod (which presumably was on the energized phase conductor) or sweat poured from his glove onto the energized armor rod. The employee was electrocuted.,electrocution,electrocution,正确,"The primary cause of the incident described is an electric shock resulting from direct contact with an energized conductor, which aligns with the definition of the electrocution category. The scenario does not involve exposure to chemical substances, despite the mention of compromised protective gear, which is more relevant to the context of electrical safety rather than chemical exposure."
Employee Burned By Contact With Overhead Power Line,On august 9 2004 employee #1 and a coworker both electrical linemen were changing out crossarms. Employee #1 was holding insulated wire cutters and reaching up and past a hot phase when the uninsulated portion of the hot stick contacted the energized phase. He sustained electrical burns to his arm and stomach for which he was hospitalized.,electrocution,electrocution,正确,"The primary cause of the incident was direct contact with an energized power line, resulting in electrical burns. While the burns can be seen as exposure to extreme temperatures, the fundamental cause is the electrical fault, fitting the definition of the electrocution category more accurately than exposure to extreme temperatures."
Employee Burned By Arc Flash In Repair Of Hvac Pump Switch,At approximately 1:40 p.m. on or about june 20 2006 employee #1 of northern kentucky electric service inc. was identifying and repairing switch problems on an hvac pump. The switch was a part of the 1 600-amp master control panel for an occupied commercial building. The line side was energized and the load side was off; the current was 480 volts phase-to-phase and 270 volts phase-to-ground. Employee #1 was using an uninsulated tool to tighten amps and receivers when an arc flash occurred. He sustained second- and third-degree burns to his face right hand and right arm for which he was hospitalized.,electrocution,electrocution,正确,"The primary cause of the incident was an electrical fault resulting in an arc flash, which directly caused the burns to the employee. While the arc flash could be considered a type of explosion, the core issue stems from an electrical fault, aligning more closely with the definition of electrocution. The similar samples under the electrocution category also describe scenarios involving arc flashes and electrical faults leading to burns, reinforcing the classification choice."
Employee Electrocuted While Painting Outdoor Sign,At approximately 12:30 p.m. on september 15 2006 employee #1 who worked a billboard painting company was on a catwalk situated directly above a 7 200-volt overhead power line. He was pulling on a painting spray hose so it would reach the work area when he struck the power line and was electrocuted. A coworker rushed to help him and emergency services was called. The fire department responded and transported employee #1 to the hospital where he was pronounced dead. He had been using proper fall protection equipment and had received basic safety training but nothing related to the hazards associated with overhead power lines. His employer had been in the trade for more than 10 years and should have been knowledgeable about the safety requirements for working around power lines but it had not scheduled any special provisions for this job site. The employer had apparently acknowledged the power lines once he was on the job site and positioned the truck at the opposite end but employee #1 who was in his third week with the company was directly over the line at the time of the accident.,electrocution,electrocution,正确,"The primary cause of the incident was direct contact with a high-voltage power line, resulting in electrocution. This aligns with the definition of the ""electrocution"" category, which includes injuries caused by direct electric shock. The scenario does not describe any falling objects, thus the ""struck by falling object"" category is not applicable as the primary cause of the incident."
Employee Burned By Arc Flash From Electrical Box,On february 3 2006 employee #1 was trying to open the side doors on the main panel box in an equipment room to measure the voltage and amerage readings. The 480-volt 400-amp breaker was energized. He was using an uninsulated screwdriver that he had borrowed from the building's engineer and his bare hands to remove the plastic plate screwed into the panel when an arc blast occurred. Employee #1 suffered first- second- and third-degree burns to his face arm and hand. He was transported to johns hopkins bayview medical system burn center for treatment.,electrocution,electrocution,正确,"The primary cause of the incident was an electrical fault resulting in an arc flash, which directly led to the burns suffered by the employee. Although the burns can be considered a result of exposure to extreme temperatures, the initial and primary cause was the electrical fault, making ""electrocution"" the more appropriate category according to the given principle."
Electric Shock,An employee was at the top of a building bringing out electrical lines to be used for the day. As he was pulling a grounding-type plug from a spider box the prongs came apart. The employee apparently contacted energized parts of the plug and received an electric shock. He was knocked backwards and began vomiting. Emergency medical services transported him to a hospital for treatment.,electrocution,electrocution,正确,"The primary incident described in the text involves the employee receiving an electric shock from an energized plug, which aligns with the definition of the electrocution category. Although the employee was knocked backwards after receiving the shock, this secondary effect does not meet the criteria for the ""struck by falling object"" category, as there is no mention of the employee being hit by a falling object from height. Therefore, based on the principle of selecting the primary cause that led to the incident, electrocution is the appropriate category."
Employee Is Injured By Electrical Shock,On february 23 2011 employee # 1 was working for his employer an electrical installation contractor. Employee # 1 was instructed to hook up a standby generator to back up the electric power into a square d distribution panel. Employee #1 proceeded to hook up the generator while the square d distribution panel was energized. Employee # 1 pulled the conductors into the panel and a conductor came in contact with the energized buss bar causing a flash arc. Employee # 1 suffered an electrical burn. The employee was not wearing insulating gloves. Employee # 1 was transported to san joaquin hospital. The accident was reported to cal-osha by the employer on february 23 2011.,electrocution,electrocution,正确,"The primary cause of the incident described is an electrical shock resulting in an electrical burn, which aligns with the definition of the ""electrocution"" category. Although there is mention of a flash arc, which could potentially suggest involvement of a fire or explosion, the core incident is clearly rooted in an electrical fault leading to a direct electric shock. This makes ""electrocution"" the more appropriate category according to the classification principle of selecting the primary cause."
Electric Shock,A local utility company hired an electrical contractor to install new streetlighting at the corner of a hazardous intersection. The job required installing one of the streetlights parallel to an existing 13.2-kilovolt (phase-to-phase) overhead power line. The ground worker installed the streetlighting hardware and supply cable on the pole placed a synthetic nylon sling with a choker hitch around the pole and attached the sling to the load line of a derrick truck. When the derrick lifted the pole to an upright position the derrick's tilt-pole plumber arms grasped the shaft of the pole. The operator of the derrick truck swung the load around and began to set the pole in a 1.8-meter-deep hole. The ground worker was securing the cargo straps to the pole trailer as the derrick operator was setting the pole. When the butt end of the pole contacted the bottom of the hole the pole spun the streetlight into the overhead line. The ground worker ran to the pole to try to prevent it from contacting the overhead line. He was electrocuted when he touched the supply cable on the pole. He had entry and exit wounds on his right hand and right heel.,electrocution,electrocution,正确,"The primary cause of the incident was the direct electrocution of the ground worker when he touched the supply cable on the pole after it contacted the overhead power line. Although there was movement and interaction with the pole, the core incident leading to injury was the electrical shock, aligning closely with the definition and examples provided for the electrocution category."
Employee Injured By Flash Burns When Pump Arced Over,At 11:00 a.m. on may 30 2003 employee #1 received flash burns on the face and left arm. Employee #1 worked for a fire suppression system contractor. Employee #1 a supervisor was in the process of finishing up work on the fire suppression pump and standpipe system. The test was an annual flow test. The system is rather large as it services a large warehouse complex for a food supplier concern. The test had been completed and the system was about to be restored to normal status. According to witness statements one phase of a 480-volt three-phase panel main servicing the pump arced over producing a flash and an accompanying fire. According to employee #1 and to witnesses it is believed that a lug securing the middle leg in the three-wire assembly coming into the panel was loose and that this coupled with repeated wear caused a gap in the connection resulting in the arc and flash over. Employee #1 sustained second and third-degree burns to the face and was hospitalized.,electrocution,electrocution,正确,"Although the incident resulted in burns and involved a fire, the primary cause of the injury was the electrical fault that produced the arc flash. The similarity to the electrocution samples, particularly the involvement of an arc flash from an electrical panel, aligns more closely with the electrocution category definition. The electrical nature of the incident and the resultant burns indicate that the primary cause was an electrical fault rather than a general fire or explosion event."
Employee Injured By Electric Shock From Contact With Busbar,At approximately 9:15 a.m. on july 19 2004 employee #1 an electrician's helper was helping to rewire an old high-rise office building in los angeles ca. He applied fire stop to the electrical conduits in the walls on the first floor. The conduits brought wires up from the basement where high-voltage power lines entered the building and reduced the voltage to 120/240 volts. Employee #1 then remembered a 1 1/2 in. Conduit inside one of the service cabinets which was on the ground floor. The conduit needed a strap installed before more power lines could be brought up from the basement. Employee #1 removed two corner screws in the cabinet's door so he could open it and he was leaning forward over the splash apron to access the conduit when his head contacted a 120-volt busbar. He received an electric shock and was rendered unconscious. A coworker started cpr and revived him. Employee #1 sustained small burns on the bottom of his right arm and left thumb which provided paths for the electricity and a severe burn on the right front part of his skull. All the service cabinets on the first floor were de-energized except for one that was backfed to supply 120 volts for lighting the building. The cabinet employee #1 opened had a lockout on the breaker that was accessible from outside the cabinet however when he removed the corner screws the lock stayed on the breaker as the door opened. The busbars inside the cabinet were also backfed and had the breaker been closed an explosion would have occurred in the basement.,electrocution,electrocution,正确,"The text describes an incident where the primary cause of injury was an electric shock resulting from direct contact with a live busbar, leading to burns and unconsciousness. This aligns closely with the definition of the ""electrocution"" category, which involves direct electric shocks or burns caused by electrical faults. The exposure to chemical substances category does not fit as the incident does not involve any chemical substances or related exposures as the primary cause of the incident."
Electrical Repair Worker Is Shocked And Burned By Arc Flash,At approximately 1:15 p.m. on july 16 2012 an employee of solex contracting inc. an electrical contractor was replacing a power breaker cover after checking for proper wiring and power to the cell side. As he proceeded to put the panel cover back on an electric arc flash occurred. The employee suffered severe first and second degree burns to his left arm left hand and right hand. The long beach fire department which responded to this incident reported it to cal/osha's torrance district office at 16:59 p.m. on july 16 2012. The employer reported the incident to the torrance district office at 10:00 a.m. on july 17 2012.,electrocution,electrocution,正确,"The incident primarily involves an electric arc flash that resulted in electrical burns, aligning closely with the definition of electrocution which includes direct electric shock and burns caused by electrical faults. Although the arc flash could be seen as causing a fire, the core cause of the injury is the electrical fault, making electrocution the primary category."
Electric Shock,A three-person crew was tying a deenergized overhead power line to insulators on a crossarm on a utility pole. An energized 69-kilovolt overhead power line was also carried on this pole. Two of the employees were belted off at a height such that the crossarm was at waist level. One of them the foreman on the job started to remove a 4- or 5-foot section of armor rod from a hand line. As he was removing the armor rod he raised it into contact with the energized power line and received an electric shock. The employees on the pole were not using electrical protective equipment nor were the energized lines protected from contact. The injured employee (who was hospitalized for his injuries) had about 1 year of experience at the time of the accident. The other two employees had 6 months and 3 months experience.,electrocution,electrocution,正确,"The primary cause of the incident described is the employee receiving an electric shock after coming into contact with an energized power line, which aligns with the definition of the ""electrocution"" category. The ""struck by falling object"" category does not apply since there is no mention of an object falling and striking the employee."
Employee Electrocuted When Boom Strikes Power Line,On november 7 2003 employee #1 a laborer with c.a.c. Industries inc. was operating a pile driver. The pile driver's boom was picking up a headache ball on the sidewalk when a cable apparently contacted a 7 620 volt overhead power line. Employee #1 was electrocuted and two coworkers were injured.,electrocution,electrocution,正确,"The primary cause of the incident described is the direct contact of the pile driver's boom with a high voltage power line, resulting in electrocution of the employee. This aligns with the definition of the ""electrocution"" category, which includes injuries caused by direct electric shocks or burns from electrical faults. Although there is a possibility of the boom failing or breaking, the text specifically mentions electrocution as the outcome of the boom contacting the power line, making ""electrocution"" the most appropriate classification according to the principle of selecting the primary cause."
Employee Falls From Ladder After Electric Shock,"At 2:30 p.m. on october 10 2011 employee #1 was installing recessed lighting on the second floor of a building. A supervisor reportedly deenergized the power to a 277 volt line hanging from the ceiling. Employee #1 positioned a 10 ft ladder to access the installation area. He climbed the ladder and used a one-week-old milwaukee electrical proximity tester to test the insulated covered wire. Employee #1 did not get a reading from the tester. While holding the cable coming from a ""j"" box in his left hand he pulled off the scrap sheath with his right hand. Employee #1 contacted an energized 277 volt wire fell from the ladder and landed on his back and head. After evaluation at med stop urgent care employee #1 was hospitalized at sierra vista hospital for unspecified fracture(s).",electrocution,electrocution,正确,"The primary cause of the incident was the employee contacting an energized wire, which directly resulted in an electric shock. Although the fall from the ladder caused significant injuries, it was a secondary consequence of the initial electrocution. Based on the principle of selecting the primary cause that led to the incident, the correct category is electrocution."
Employee Electrocuted Changing Ballast In Light Fixture,On august 8 2007 employee #1 was changing out a ballast in a light fixture when he was electrocuted.,electrocution,electrocution,正确,"The text explicitly states that the employee was electrocuted while changing out a ballast in a light fixture. The top-3 similar samples under the electrocution category also describe scenarios where employees were electrocuted while working on light fixtures or electrical components, closely matching the incident described. Although there is a potential confusion point regarding the ballast or fixture parts potentially moving and striking the employee, the primary cause of the incident was the direct electric shock, which aligns with the principle of selecting the primary cause leading to the incident."
Electric Shock,An employer lifted an employee in the bucket of a backhoe to untangle a mylar balloon from an overhead power line. The bucket contacted the power line. The employee received an electric shock and fell from the bucket to the ground 3 meters below. He was hospitalized for his injuries.,electrocution,electrocution,正确,"The primary cause of the incident was the electric shock received by the employee upon contact with the power line, which directly led to his injuries. Although the employee fell from the bucket, the fall was a consequence of the electric shock and not an independent incident, thus adhering to the principle of selecting the primary cause that led to the incident."
Employee Suffers Electric Shock From Energized Cable,On october 7 2003 employee #1 was cleaning sawdust and debris out of wooden kitchen cabinets in a new townhouse. He was reaching into a cabinet above a double-wall oven when his right bicep contacted the exposed end of an energized 240 volt non-metallic sheathed cable. He suffered an electric shock and was transported to the hospital for treatment. The cable was on a shelf inside the cabinet approximately 67 3/8 in. Above the kitchen floor.,electrocution,electrocution,正确,"The primary cause of the incident described is the direct electric shock suffered by the employee upon contacting an energized cable, which aligns with the definition of the electrocution category. The text does not indicate any involvement of a falling object, thus the ""struck by falling object"" category is not applicable according to the principle of selecting the primary cause."
Electric Shock,A three-worker crew was installing a heating and air conditioning duct system in a battery charging room. The duct work was located about 6 feet 9 inches above the floor. The lead worker remained at ground level while the other two employees were working from a scaffold performing the installation. Three duct sections had been installed and the two employees began installing the third which had to be positioned above a cable tray containing energized but insulated electric conductors. A piece of 0.75-inch-thick plywood that was 16 inches wide had been laid across the 30-inch wide cable tray to support the 40-inch-by-20.5-inch-by-22.5-inch duct section. The body of the duct was 16 inches wide where it was to be supported between ceiling hangers that were also 16 inches wide. One of the two employees remained on the scaffold while his coworker walked onto the cable tray. The two employees then maneuvered the duct to fit between the hangers. The duct fell off the plywood cutting the insulation on a 120-volt conductor. This energized the duct section which was wedged between the metal side of the cable tray and a piece of metal conduit attached to the concrete wall. The employee on the cable tray was sitting or squatting on the side rail of the tray with the duct in his lap grasping the duct angle iron flange with his hands. This employee was electrocuted. The employee on the scaffold received an electric shock when he touched the duct (though for some reason he was not listed on the osha 170 form as being injured). He was able to release the duct and climb down from the scaffold. The plant maintenance electricians measured 120 volts between the duct and ground before retrieving the dead employee.,electrocution,electrocution,正确,"Although the incident began with the duct section falling and coming into contact with live electrical wiring, the primary cause of injury to the employees was the electric shock they received when the duct became energized. The electrocution of one employee and the shock received by the other are the direct consequences leading to their injuries, aligning with the definition of the ""electrocution"" category. Therefore, the primary cause of the incident should be classified under ""electrocution."""
Worker Burned By Acidic Cooling Tower Additive,On August 18 2020 Employee #1 at a power plant was handling a liquid corrosion inhibitor with acidic properties used in a cooling tower. While disconnecting the supply line a coupling failed and the chemical splashed onto his left leg. He sustained second-degree burns and was hospitalized for four days.,exposure to chemical substances,exposure to chemical substances,正确,"The incident primarily involves the splashing of a liquid corrosion inhibitor with acidic properties, leading to chemical burns on the employee's leg. This aligns more closely with the definition of ""exposure to chemical substances"" which includes contact with toxic or corrosive chemical substances. Although burns were sustained, they are specifically noted as second-degree chemical burns, indicating that the primary cause is the chemical nature of the substance rather than extreme temperatures."
Three Employees Overcome By Carbon Monoxide,On august 31 2007 employees #1 through #3 were part of a crew of ten that was pouring concrete and finishing the floor for a new trader joe's store. The three workers were using gasoline-powered equipment when they were overcome by carbon monoxide fumes. Employees #1 through #3 were treated by a medic at the site and then sent to the hospital for additional treatment. None of the workers required hospitalization.,exposure to chemical substances,exposure to chemical substances,正确,"The primary cause of the incident described is the exposure to carbon monoxide fumes from gasoline-powered equipment, which aligns with the definition of ""exposure to chemical substances."" While the worksite conditions could be seen as a contributing factor, the direct and primary cause of the employees being overcome is the toxic chemical exposure, not any extreme temperatures."
Employee Is Injured When Mistakenly Drinks Acid,At approximately 9:00 a.m. on october 9 2008 an employee at the construction project mistakenly drank a cup of muriatic hydrochloric acid in an unlabelled plastic container thinking it was water. He suffered severe esophageal and stomach burns and was transported by paramedics to torrance memorial hospital where he was admitted and underwent an operation for the stomach damage. He was released 13 days later on october 22 2008.,exposure to chemical substances,exposure to chemical substances,正确,"The primary cause of the incident is the ingestion of a corrosive chemical substance (hydrochloric acid), which aligns with the definition of ""exposure to chemical substances."" Although the burns caused by the acid may be similar to those caused by extreme temperatures, the direct cause is the chemical nature of the substance, not temperature extremes."
Employee Suffers Exposure To Excessive Carbon Dioxide,On March 4 2019 Employee #1 was working near a pressurized carbon dioxide system used for beverage carbonation at a bottling plant. A relief valve malfunctioned causing a sudden release of CO2 into the enclosed workspace. Employee #1 experienced shortness of breath and was taken to the hospital for observation due to mild asphyxia risks.,exposure to chemical substances,exposure to chemical substances,正确,"The primary cause of the incident was the sudden release of carbon dioxide into the enclosed workspace, which led to the employee experiencing shortness of breath and mild asphyxia risks. This aligns with the category ""exposure to chemical substances,"" as it involves contact with a toxic or potentially harmful chemical substance. The symptoms experienced by the employee are directly related to the exposure to CO2, which fits the definition of the ""exposure to chemical substances"" category more accurately than ""exposure to extreme temperatures,"" which typically involves physical harm due to extreme heat or cold."
